Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Upgrade2 Locked Site- Auto-associated sites should be \nshown associated and user can overwrite manual \nassociation over all sites &Perform and test Multiple upgrades with OLA manual association and edit operation in each stage design mode (min 3-times-edit and upgrade required)"- "Row_148"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Upgrade2- Auto-associated sites should  be shown \nassociated if returned to upgrade-design mode from \nUpgrade-Analyzed mode"- "Row_176"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Import� analyzed CPZ network and upgrade - OLA sites \ncan be manually associated and auto associated to \nunassociation OLA sites &Import� analyzed CPZ network and upgrade - OLA sites can be manually associated and auto associated to unassociation OLA sites"- "Row_188"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, Chassis License Design, genericTestGenerator.GMPOAuto, Verify,  "Setup For ROADMANDTRAFFICMIXNETFORCHASSIS"- "Row_2"- "SVO"- "SVO"- "chassisLicensing" , passed
SVO, Chassis License Design, genericTestGenerator.GMPOAuto, Verify,  "GreenFld- Verify chassis count and license \nfrom selected from 1 to 50 for M15 in \nROADM site (ETSI- SSON)"- "Row_19"- "SVO"- "SVO"- "chassisLicensing" , passed
SVO, Chassis License Design, genericTestGenerator.GMPOAuto, Verify,  "GreenFld- Verify chassis count and license \nfrom selected from 1 to 50 for M6 in \nTRAFFIC Site (ANSI)"- "Row_65"- "SVO"- "SVO"- "chassisLicensing" , passed
SVO, Chassis License Design, genericTestGenerator.GMPOAuto, Verify,  "analyzed-back-to-Deign- Changing Chassis \ntype should update chassis count and LIC \n(M15->M6 and M6->M15)"- "Row_110"- "SVO"- "SVO"- "chassisLicensing" , passed
SVO, Chassis License Design, genericTestGenerator.GMPOAuto, Verify,  "analyzed-back-to-Deign- Changing Shelf-protection \nsetting should update� chassis count and LIC"- "Row_126"- "SVO"- "SVO"- "chassisLicensing" , passed
SVO, Chassis License Design, genericTestGenerator.GMPOAuto, Verify,  "analyzed-back-to-Deign- Adding sides and fiber should update cassis counts and LIC (case shelf protection enabled or no free slots available)"- "Row_138"- "SVO"- "SVO"- "chassisLicensing" , passed
SVO, Chassis License Design, genericTestGenerator.GMPOAuto, Verify,  "analyzed-back-to-Deign- Removing Sides- \nShelf-Protection option- Demands should update \nchassis counts and LIC"- "Row_152"- "SVO"- "SVO"- "chassisLicensing" , failed
SVO, Chassis License Design, genericTestGenerator.GMPOAuto, Verify,  "analyzed-back-to-Deign- Converting ROADM to \nTRAFFIC and checking LIC"- "Row_169"- "SVO"- "SVO"- "chassisLicensing" , passed
SVO, Chassis License Design, genericTestGenerator.GMPOAuto, Verify,  "analyzed-back-to-Deign- Converting PASSTHROUGH \nto ROADM and checking LIC"- "Row_189"- "SVO"- "SVO"- "chassisLicensing" , passed
SVO, SVO Properties Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Upgrade-Design adding HA- NBI and CP should add individual license only & Upgrade-Design editing license type from full to individual should place individual license and removed full license & Upgrade-Design removing full license and individual selection should place Base license and remove full license from BOM in sson"- "Row_2"- "SVO"- "SVO"- "US-4892" , passed
SVO, SVO Properties Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Upgrade-Design editing license type from full to individual should place individual license and removed full license in non sson"- "Row_16"- "SVO"- "SVO"- "US-4892" , passed
SVO, SVO Properties Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Upgrade-Design editing license type from individual to full should place \nfull in ROADM"- "Row_28"- "SVO"- "SVO"- "US-4892" , passed
SVO, SVO Properties Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Upgrade-Design editing license type from individual to full should place \nfull in ROADM"- "Row_44"- "SVO"- "SVO"- "US-4892" , passed
SVO, SVO Properties Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Upgrade-Design editing 3rd party from full to none should remove all 3rd party license"- "Row_56"- "SVO"- "SVO"- "US-4892" , passed
SVO, SVO Properties Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Upgrade-Design editing 3rd party from individual to none should remove all 3rd party license"- "Row_68"- "SVO"- "SVO"- "US-4892" , passed
SVO, SVO Properties Upgrade, genericTestGenerator.GMPOAuto, Verify,  "without any license forcing"- "Row_78"- "SVO"- "SVO"- "US-4892" , passed
SVO, SVO Properties Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Upgrade test with OTDR selection->Edit TNC selections and check OTDR Lic"- "Row_85"- "SVO"- "SVO"- "US-4892" , passed
SVO, SVO Properties Upgrade, genericTestGenerator.GMPOAuto, Verify,  "CV and FX properties for HW PIDs (SSON) Upgrade"- "Row_95"- "SVO"- "SVO"- "US-4892" , passed
SVO, Netconf xml Download, genericTestGenerator.GMPOAuto, Verify,  "Design SSON ROADM network with OLA \nand PASSTHROUGH for verification"- "Row_2"- "SVO"- "SVO"- "US-5031" , passed
SVO, Netconf xml Download, genericTestGenerator.GMPOAuto, Verify,  "Design non-SSON ROADM and TRAFFIC \nAnalyzed Network� verification (ANSI)"- "Row_12"- "SVO"- "SVO"- "US-5031" , passed
SVO, Netconf xml Download, genericTestGenerator.GMPOAuto, Verify,  "Import non-SSON MPZ (ETSI)"- "Row_25"- "SVO"- "SVO"- "US-5031" , passed
SVO, Netconf xml Download, genericTestGenerator.GMPOAuto, Verify,  "Check diff User privilege levels for \nNetConf access"- "Row_40"- "SVO"- "SVO"- "US-5031" , failed
SVO, Chassis Disaggregation, genericTestGenerator.GMPOAuto, Verify,  "Verify All types of sites have Chassis Disaggregation"- "Row_2"- "SVO"- "SVO"- "US-4570" , passed
SVO, Chassis Disaggregation, genericTestGenerator.GMPOAuto, Verify,  "Release Upgrade network"- "Row_9"- "SVO"- "SVO"- "US-4570" , passed
SVO, Chassis Disaggregation, genericTestGenerator.GMPOAuto, Verify,  "Release Upgrade network"- "Row_22"- "SVO"- "SVO"- "US-4570" , passed
SVO, Chassis Disaggregation, genericTestGenerator.GMPOAuto, Verify,  "Upgrade-unlock and chassis disaggregation"- "Row_31"- "SVO"- "SVO"- "US-4570" , passed
SVO, MSM Connection, genericTestGenerator.GMPOAuto, Verify,  "Pure chassis combination setup test (ETSI- SSON)"- "Row_2"- "SVO"- "SVO"- "MSMConnection" , passed
SVO, MSM Connection, genericTestGenerator.GMPOAuto, Verify,  "Mix chassis combination setup test (ANSI- non-SSON)"- "Row_43"- "SVO"- "SVO"- "MSMConnection" , passed
SVO, MSM Connection, genericTestGenerator.GMPOAuto, Verify,  "Mix chassis combination setup test (ANSI- non-SSON)"- "Row_66"- "SVO"- "SVO"- "MSMConnection" , failed
SVO, MSM Connection, genericTestGenerator.GMPOAuto, Verify,  "MPZ Import Test"- "Row_119"- "SVO"- "SVO"- "MSMConnection" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Setup for chassis license Upgrade"- "Row_2"- "SVO"- "SVO"- "US-3718" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Unlock-Network-Flushed- Should be able to place new set of LIC"- "Row_18"- "SVO"- "SVO"- "US-3718" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Unlock-Network-NoFlush- Should retain same set of LIC and new LIC for delta chassis additions"- "Row_27"- "SVO"- "SVO"- "US-3718" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Unlock-Sites-Flushed- Should be able to place new set of LIC"- "Row_36"- "SVO"- "SVO"- "US-3718" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Unlock-Sites-NoFlush- Should retain same set of LIC and new LIC for new additions"- "Row_45"- "SVO"- "SVO"- "US-3718" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Brownfield-NoFlush- Analyzing without new change should not change LIC"- "Row_54"- "SVO"- "SVO"- "US-3718" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Browne filed- Imported CPZ from 12.0.1� upgraded \nand analyzed with LIC counts"- "Row_61"- "SVO"- "SVO"- "US-3718" , failed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Unlock-Site-Flushed- Should be able to place new set of LIC & \nUnlock-Site-NoFlush- Should retain same set of LIC and new LIC for new additions"- "Row_66"- "SVO"- "SVO"- "US-3718" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "analyzed-back-to-Deign- Changing Chassis \ntype should update chassis count and LIC \n(M15->M6 and M6->M15)"- "Row_76"- "SVO"- "SVO"- "US-3718" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "analyzed-back-to-Deign- Changing Shelf-protection \nsetting should update� chassis count and LIC"- "Row_89"- "SVO"- "SVO"- "US-3718" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "analyzed-back-to-Deign- Adding sides and fiber should update cassis counts and LIC (case shelf protection enabled or no free slots available)"- "Row_100"- "SVO"- "SVO"- "US-3718" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "analyzed-back-to-Deign- Removing Sides- \nShelf-Protection option- Demands should update \nchassis counts and LIC"- "Row_114"- "SVO"- "SVO"- "US-3718" , failed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Chassis addition and deletion in Upgrade"- "Row_130"- "SVO"- "SVO"- "US-3718" , failed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Chassis addition and deletion in Upgrade without Flush"- "Row_155"- "SVO"- "SVO"- "US-3718" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "multiselect chassis license flushout without unlocking network"- "Row_180"- "SVO"- "SVO"- "US-3718" , passed
SVO, Chassis license Upgrade, genericTestGenerator.GMPOAuto, Verify,  "multiselect chassis license flushout without unlocking network"- "Row_194"- "SVO"- "SVO"- "US-3718" , passed
SVO, SVO Release Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Import analyzed net into GMPO4.0-GA"- "Row_2"- "SVO"- "SVO"- "RelUpgrade" , failed
SVO, SVO Release Upgrade, genericTestGenerator.GMPOAuto, Verify,  "sson property Edition"- "Row_32"- "SVO"- "SVO"- "RelUpgrade" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Setup For layoutNetworkWithTraffic Network"- "Row_2"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Setup For layoutNetwork Network"- "Row_12"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Positive Cases For ROADM NET"- "Row_19"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Positive Cases For TRAFFIC NET"- "Row_59"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Should not be placed in last slot of M15"- "Row_99"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Should not be placed in last slot of M6 & \nshould not be placed in single empty slot in any chassis"- "Row_107"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Layout- Check SVO can not be placed inController slots"- "Row_115"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Try forcing two SVO cards in same chassis using templet (M15)"- "Row_123"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Check SVO based template gets rejected in OLA sites"- "Row_131"- "SVO"- "SVO"- "svolayoutTemplateForcing" , failed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Check OLA association can be done using template forced sites"- "Row_142"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Upgrade- SVO template based site and check SVO is present as per forcing"- "Row_156"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "From Analyzed net to Design and edit and change SVO template and analyse SVO card should be forced to new slot"- "Row_167"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "try forcing template without SVO card and should be rejected"- "Row_182"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "force template without SVO and ASR in it (design)"- "Row_190"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "SVO card on ROADM site on 3&4 slots forcing on M6"- "Row_197"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Try forcing two SVO cards in same chassis using templet (M6)"- "Row_207"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "From Analyzed net to Design and remove SVO template and analyse SVO card should be forced options"- "Row_215"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Removing HA license removed SVO and ASR920 cards from list"- "Row_227"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Try forcing two slot SVO for non-HA lic site"- "Row_239"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Upgrade Mode - Testing Layout operations & \nAdding / removing - sides and demand for layout \nedited template ROADM Site & Layout Template change with Flush property & Sites Multiselect for template forcing"- "Row_246"- "SVO"- "SVO"- "svolayoutTemplateForcing" , passed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "non-sson to SSON converted Sites Layout update & \nsave/ saveas/export/share/"- "Row_282"- "SVO"- "SVO"- "svolayoutTemplateForcing" , failed
SVO, SVO Layout Template, genericTestGenerator.GMPOAuto, Verify,  "Layout change using Template -- Negative scenarios test"- "Row_310"- "SVO"- "SVO"- "svolayoutTemplateForcing" , failed
Plan Mode Node Failure, Plan Mode User Signup, genericTestGenerator.UserSignup, userSignUp,  "PlanMode_NodeFailure"- "PlanMode_NodeFailure" , passed
Plan Mode Node Failure, Node Failure network setup, genericTestGenerator.GMPOAuto, Verify,  "Network Setup Fiber HotZone 1"- "Row_2"- "PlanMode_NodeFailure"- "PlanMode"- "setup" , passed
Plan Mode Node Failure, Node Failure network setup, genericTestGenerator.GMPOAuto, Verify,  "Network Setup Fiber HotZone 2"- "Row_9"- "PlanMode_NodeFailure"- "PlanMode"- "setup" , passed
Plan Mode Node Failure, Node Failure network setup, genericTestGenerator.GMPOAuto, Verify,  "Import Network and do Save As."- "Row_15"- "PlanMode_NodeFailure"- "PlanMode"- "setup" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify on node failure in plan mode-corresponding waves and fiber should show red 'X' mark in  Network Tree from Excel import"- "Row_2"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify on undo fail node- impacted fiber and wave should retain to its original state in networktree"- "Row_14"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify node failure option in Plan mode for  MPZ imported net. (check node failure)"- "Row_25"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verification of failure report details contains failed nodes-waves/service and fibers details."- "Row_35"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , failed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verification of node failure report after restoration with import MPZ net"- "Row_59"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify restoration of channels on failure of a Traffic node"- "Row_70"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify restoration of all waves on failure of a OLA node (edge node is ROADM)"- "Row_82"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , failed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify restoration of all waves on failure of a ROADM node"- "Row_96"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify restoration of all waves on failure of a PASSthoough node (edge node is ROADM)"- "Row_109"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , failed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verification of restoration on failure of REGEN node"- "Row_121"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify restoration of 1+1 protected wave on OLA node faiilure in work path check restoration of wave (convert wave to protected)."- "Row_134"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify restoration of 1+1 protected wave on  ROADM node faiilure in protect path check restoration of wave (convert wave to protected)."- "Row_149"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Restoration of L2 service when node failure- On node failure it should show only impacted fiber list not failed fibers."- "Row_260"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Sharing Network to planner- admin- reader and designer users."- "Row_277"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify restoration of node failure for Planner user"- "Row_283"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify exit and reenter to plan mode after restoration - failed/impacted entity should retain."- "Row_315"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure NON SSON, genericTestGenerator.GMPOAuto, Verify,  "Verification of node failure report after restoration with import MPZ net of 11.1"- "Row_331"- "PlanMode_NodeFailure"- "PlanMode"- "Design_NonSSON" , passed
Plan Mode Node Failure, Node Failure SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify on node failure in plan mode-corresponding MCH and fiber should show red 'X' mark in  Network Tree (Create fresh network in current release)"- "Row_2"- "PlanMode_NodeFailure"- "PlanMode"- "SSON" , failed
Plan Mode Node Failure, Node Failure SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify multiple node failure by selecting check box (different types of Nodes from mpz network)."- "Row_28"- "PlanMode_NodeFailure"- "PlanMode"- "SSON" , passed
Plan Mode Node Failure, Node Failure SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify on undo fail- impacted fiber and wave should retain to its original state in networktree"- "Row_38"- "PlanMode_NodeFailure"- "PlanMode"- "SSON" , passed
Plan Mode Node Failure, Node Failure SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify on node failure in plan mode-corresponding MCH and fiber should show red 'X' mark in  Network Tree (From Excel Import) & Verify exit plan mode and reentering to plan mode"- "Row_49"- "PlanMode_NodeFailure"- "PlanMode"- "SSON" , passed
Plan Mode Node Failure, Node Failure SSON, genericTestGenerator.GMPOAuto, Verify,  "Verify restoration of 1+1 protected wave on  ROADM node faiilure in protect path check restoration of wave (convert wave to protected)."- "Row_66"- "PlanMode_NodeFailure"- "PlanMode"- "SSON" , passed
Plan Mode Node Failure, Node Failure SSON, genericTestGenerator.GMPOAuto, Verify,  "Restoration of L2 service when node failure- Verify exit and reenter to plan mode after restoration- failed/impacted entity should retain."- "Row_97"- "PlanMode_NodeFailure"- "PlanMode"- "SSON" , passed
Plan Mode Node Failure, Node Failure SSON, genericTestGenerator.GMPOAuto, Verify,  "Verification of node failure report after restoration with import MPZ net of 11.0"- "Row_137"- "PlanMode_NodeFailure"- "PlanMode"- "SSON" , passed
Plan Mode Node Failure, Mix of Node and fiber Failure, genericTestGenerator.GMPOAuto, Verify,  "Verify failure set creation of mix of node and fiber"- "Row_2"- "PlanMode_NodeFailure"- "PlanMode"- "MixOfNode_and_fiber" , failed
Plan Mode Node Failure, Mix of Node and fiber Failure, genericTestGenerator.GMPOAuto, Verify,  "Verify failure group creation and adding mix failure set."- "Row_17"- "PlanMode_NodeFailure"- "PlanMode"- "MixOfNode_and_fiber" , failed
Plan Mode Node Failure, Mix of Node and fiber Failure, genericTestGenerator.GMPOAuto, Verify,  "Verify failure group creation and adding node failure set for CPZ imported net- Verify mix of node and fiber failure for CPZ imported net."- "Row_50"- "PlanMode_NodeFailure"- "PlanMode"- "MixOfNode_and_fiber" , failed
Plan Mode Node Failure, Mix of Node and fiber Failure, genericTestGenerator.GMPOAuto, Verify,  "Verify doing undo fail only fiber after failing mix of node & fiber - Verify doing undo fail only node after failing mix of node & fiber - Verify doing undo fail both node and fiber after failing mix of node & fiber."- "Row_81"- "PlanMode_NodeFailure"- "PlanMode"- "MixOfNode_and_fiber" , failed
Plan Mode Node Failure, Mix of Node and fiber Failure, genericTestGenerator.GMPOAuto, Verify,  "verify failed and impacted fiber count in  failure report."- "Row_99"- "PlanMode_NodeFailure"- "PlanMode"- "MixOfNode_and_fiber" , failed
Plan Mode Node Failure, Mix of Node and fiber Failure, genericTestGenerator.GMPOAuto, Verify,  "Verify  failed fiber color should be red and impacted should be orange on failing mix of node& fiber.(verify in tree)"- "Row_109"- "PlanMode_NodeFailure"- "PlanMode"- "MixOfNode_and_fiber" , failed
Plan Mode Node Failure, Mix of Node and fiber Failure, genericTestGenerator.GMPOAuto, Verify,  "Verify mix of traffic node and fiber failure"- "Row_121"- "PlanMode_NodeFailure"- "PlanMode"- "MixOfNode_and_fiber" , failed
Plan Mode Node Failure, Mix of Node and fiber Failure, genericTestGenerator.GMPOAuto, Verify,  "Verify restoration of 1+1 protected wave on  ROADM node faiilure in protect path check restoration of wave (convert wave to protected) SSON."- "Row_134"- "PlanMode_NodeFailure"- "PlanMode"- "MixOfNode_and_fiber" , failed
Plan Mode Node Failure, Mix of Node and fiber Failure, genericTestGenerator.GMPOAuto, Verify,  "Veirfy restoration of regen node and fiber failure should fail."- "Row_150"- "PlanMode_NodeFailure"- "PlanMode"- "MixOfNode_and_fiber" , failed
Plan Mode Node Failure, Mix of Node and fiber Failure, genericTestGenerator.GMPOAuto, Verify,  "Verify restoration should not be successful -if path is not opticaly feasible."- "Row_165"- "PlanMode_NodeFailure"- "PlanMode"- "MixOfNode_and_fiber" , failed
Plan Mode Node Failure, Mix of Node and fiber Failure, genericTestGenerator.GMPOAuto, Verify,  "Verify mix node and faiber failure of 11.1 mpz imported net- Verify fiber color for 11.1 mpz imported net."- "Row_175"- "PlanMode_NodeFailure"- "PlanMode"- "MixOfNode_and_fiber" , failed
Plan Mode Node Failure, Mix of Node and fiber Failure, genericTestGenerator.GMPOAuto, Verify,  "Verify mix node and faiber failure of 11.0 mpz imported net- Verify fiber color for 11.0 mpz imported net."- "Row_189"- "PlanMode_NodeFailure"- "PlanMode"- "MixOfNode_and_fiber" , failed
Plan Mode Node Failure, Fiber Hot Zone Test, genericTestGenerator.GMPOAuto, Verify,  "Verify fiber hotzone in report for SSON net - Verify fiber hotzone for CPZ imported net - Verify fiber hotzone  utilization comparsion before and after successful restortion of  channel."- "Row_2"- "PlanMode_NodeFailure"- "PlanMode"- "FIberHotzone" , failed
Plan Mode Node Failure, Fiber Hot Zone Test, genericTestGenerator.GMPOAuto, Verify,  "Verify fiber hotzone with differernt fiber type."- "Row_14"- "PlanMode_NodeFailure"- "PlanMode"- "FIberHotzone" , passed
Plan Mode Node Failure, Fiber Hot Zone Test, genericTestGenerator.GMPOAuto, Verify,  "Verify fiber hotzone for 80ch optical subnet"- "Row_27"- "PlanMode_NodeFailure"- "PlanMode"- "FIberHotzone" , passed
Plan Mode Node Failure, Fiber Hot Zone Test, genericTestGenerator.GMPOAuto, Verify,  "Verify fiber hotzone for restoration of  OTN service (traffic node)"- "Row_40"- "PlanMode_NodeFailure"- "PlanMode"- "FIberHotzone" , passed
Plan Mode Node Failure, Fiber Hot Zone Test, genericTestGenerator.GMPOAuto, Verify,  "Verify fiber hotzone for failed fiber in one subnet and restored fiber in another subnet."- "Row_52"- "PlanMode_NodeFailure"- "PlanMode"- "FIberHotzone" , passed
Plan Mode Node Failure, Fiber Hot Zone Test, genericTestGenerator.GMPOAuto, Verify,  "Verify fiber hotzone for mix of node and fiber failure - Verify fiber hotzone details in failure report export - analyse traffic monitor."- "Row_66"- "PlanMode_NodeFailure"- "PlanMode"- "FIberHotzone" , failed
Plan Mode Node Failure, Fiber Hot Zone Test, genericTestGenerator.GMPOAuto, Verify,  "Verify fiber hotzone in ETSI network"- "Row_81"- "PlanMode_NodeFailure"- "PlanMode"- "FIberHotzone" , passed
Plan Mode Node Failure, Fiber Hot Zone Test, genericTestGenerator.GMPOAuto, Verify,  "Verify routing should fail- when tries to route 96 channel on 80 channel subnet rule fiber."- "Row_94"- "PlanMode_NodeFailure"- "PlanMode"- "FIberHotzone" , passed
Plan Mode Node Failure, Fiber Hot Zone Test, genericTestGenerator.GMPOAuto, Verify,  "verify Fiber hotzone 11.0 mpz imported net."- "Row_109"- "PlanMode_NodeFailure"- "PlanMode"- "FIberHotzone" , passed
Plan Mode Node Failure, Fiber Hot Zone Test, genericTestGenerator.GMPOAuto, Verify,  "Verify fiber hotzone for 11.1 mpz imported net."- "Row_120"- "PlanMode_NodeFailure"- "PlanMode"- "FIberHotzone" , failed
Release Upgarde, Release Upgarde User Signup, genericTestGenerator.UserSignup, userSignUp,  "ReleaseUpgrade"- "ReleaseUpgrade" , passed
Release Upgarde, Release Upgarde Network SetUp, genericTestGenerator.GMPOAuto, Verify,  "Import Excel"- "Row_2"- "ReleaseUpgrade"- "release_upgrade"- "setup" , passed
Release Upgarde, Release Upgarde Network SetUp, genericTestGenerator.GMPOAuto, Verify,  "Import NON SSON"- "Row_7"- "ReleaseUpgrade"- "release_upgrade"- "setup" , passed
Release Upgarde, Release Upgarde Network SetUp, genericTestGenerator.GMPOAuto, Verify,  "Import SSON MPZ"- "Row_19"- "ReleaseUpgrade"- "release_upgrade"- "setup" , passed
Release Upgarde, Release Upgarde Network SetUp, genericTestGenerator.GMPOAuto, Verify,  "Import CPZ"- "Row_26"- "ReleaseUpgrade"- "release_upgrade"- "setup" , passed
